test_id,student_id,math,science,social_science,english,computer,exam_date
665,133,77,61,63,55,55,2026-05-05
666,134,63,58,58,46,60,2026-01-13
667,134,50,69,47,84,44,2026-02-10
668,134,67,40,71,55,67,2026-03-07
669,134,75,57,56,46,38,2026-04-07
670,134,46,59,38,63,65,2026-05-05
671,135,72,77,50,71,83,2026-01-13
672,135,75,54,87,54,76,2026-02-07
673,135,64,83,67,70,71,2026-03-09
674,135,53,71,68,64,79,2026-04-07
675,135,70,68,84,71,55,2026-05-03
676,136,66,96,68,71,55,2026-01-12
677,136,83,68,62,66,69,2026-02-08
678,136,53,61,48,65,77,2026-03-08
679,136,62,79,61,70,77,2026-04-07
680,136,72,53,64,57,81,2026-05-05
681,137,56,67,32,56,44,2026-01-13
682,137,48,41,68,69,52,2026-02-08
683,137,32,57,49,25,66,2026-03-09
684,137,57,56,83,61,38,2026-04-04
685,137,49,35,49,33,43,2026-05-05
686,138,65,61,88,63,70,2026-01-13
687,138,61,61,51,74,55,2026-02-10
688,138,58,56,74,65,69,2026-03-07
689,138,44,68,42,68,72,2026-04-05
690,138,67,49,71,74,41,2026-05-02
691,139,84,44,65,58,96,2026-01-10
692,139,33,90,60,60,56,2026-02-10
693,139,49,66,74,45,47,2026-03-07
694,139,83,79,74,52,79,2026-04-07
695,139,69,66,77,57,58,2026-05-03
696,140,72,39,42,60,69,2026-01-13
697,140,50,74,54,39,64,2026-02-09
698,140,65,63,56,48,59,2026-03-10
699,140,55,52,41,55,41,2026-04-07
700,140,80,71,74,49,68,2026-05-03
701,141,38,41,54,33,49,2026-01-12
702,141,39,58,42,76,49,2026-02-07
703,141,30,51,48,41,45,2026-03-07
704,141,36,48,62,43,49,2026-04-04
705,141,36,46,48,47,35,2026-05-03
706,142,67,44,47,64,57,2026-01-11
707,142,59,45,48,72,61,2026-02-07
708,142,74,45,54,48,67,2026-03-09
709,142,64,64,77,74,69,2026-04-07
710,142,51,53,71,71,67,2026-05-02
711,143,73,75,52,62,55,2026-01-11
712,143,43,37,63,70,74,2026-02-09
713,143,58,76,56,52,61,2026-03-09
714,143,56,59,52,63,64,2026-04-07
715,143,44,52,54,63,73,2026-05-05
716,144,81,60,46,66,90,2026-01-13
717,144,76,76,59,77,73,2026-02-07
718,144,64,53,63,57,80,2026-03-10
719,144,63,62,66,67,84,2026-04-06
720,144,60,56,71,61,55,2026-05-03
721,145,77,79,78,45,66,2026-01-10
722,145,85,73,55,66,62,2026-02-07
723,145,82,78,42,44,81,2026-03-07
724,145,59,73,85,79,56,2026-04-05
725,145,71,70,75,70,83,2026-05-02
726,146,64,70,65,75,82,2026-01-12
727,146,86,71,40,68,93,2026-02-08
728,146,65,62,74,99,83,2026-03-08
729,146,99,75,85,77,77,2026-04-04
730,146,54,54,74,75,86,2026-05-02
731,147,66,72,68,77,90,2026-01-12
732,147,75,50,90,91,68,2026-02-10
733,147,76,69,93,78,76,2026-03-07
734,147,73,60,65,57,62,2026-04-07
735,147,99,57,75,67,61,2026-05-03
736,148,59,62,53,87,69,2026-01-12
737,148,51,73,56,61,55,2026-02-07
738,148,64,69,43,51,75,2026-03-10
739,148,54,45,37,60,61,2026-04-05
740,148,64,54,38,57,71,2026-05-03
741,149,25,49,45,63,53,2026-01-13
742,149,31,68,53,52,61,2026-02-07
743,149,64,77,68,54,43,2026-03-10
744,149,62,50,77,54,59,2026-04-06
745,149,54,37,62,64,68,2026-05-04
746,150,70,27,66,71,84,2026-01-12
747,150,60,45,53,45,43,2026-02-08
748,150,58,41,25,69,74,2026-03-09
749,150,76,49,85,70,49,2026-04-05
750,150,69,51,72,71,69,2026-05-05
751,151,54,53,56,36,67,2026-01-10
752,151,40,58,52,62,55,2026-02-10
753,151,67,66,42,52,60,2026-03-08
754,151,45,64,46,87,76,2026-04-05
755,151,35,71,52,65,62,2026-05-04
756,152,65,78,34,41,45,2026-01-12
757,152,53,51,64,67,55,2026-02-09
758,152,56,78,61,53,57,2026-03-10
759,152,43,46,70,76,73,2026-04-07
760,152,43,71,49,77,57,2026-05-02
761,153,62,64,57,74,76,2026-01-10
762,153,59,60,85,64,50,2026-02-09
763,153,71,50,65,43,78,2026-03-08
764,153,58,79,76,55,58,2026-04-05
765,153,74,54,82,52,77,2026-05-03
766,154,64,69,69,75,74,2026-01-12
767,154,54,46,60,57,55,2026-02-09
768,154,66,83,84,66,79,2026-03-07
769,154,38,64,44,93,52,2026-04-05
770,154,69,65,46,51,29,2026-05-03
771,155,82,41,41,81,84,2026-01-12
772,155,35,77,75,56,59,2026-02-08
773,155,66,49,40,64,65,2026-03-09
774,155,60,64,46,54,57,2026-04-07
775,155,51,41,61,76,53,2026-05-04
776,156,75,82,55,57,52,2026-01-13
777,156,41,57,81,59,91,2026-02-07
778,156,69,69,70,56,76,2026-03-07
779,156,57,71,53,66,70,2026-04-05
780,156,99,65,42,64,67,2026-05-02
781,157,60,42,47,54,57,2026-01-11
782,157,46,55,57,29,40,2026-02-10
783,157,56,54,49,41,46,2026-03-08
784,157,53,54,56,68,48,2026-04-05
785,157,45,44,68,78,53,2026-05-05
786,158,46,70,63,37,51,2026-01-13
787,158,66,66,42,63,40,2026-02-09
788,158,55,30,50,46,51,2026-03-10
789,158,61,56,85,60,45,2026-04-06
790,158,68,63,34,76,71,2026-05-05
791,159,66,53,73,66,84,2026-01-12
792,159,70,78,62,78,88,2026-02-09
793,159,79,95,67,63,72,2026-03-10
794,159,97,59,64,67,65,2026-04-07
795,159,81,61,61,98,75,2026-05-02
796,160,81,50,86,59,70,2026-01-12
797,160,71,70,82,91,65,2026-02-07
798,160,82,62,59,73,69,2026-03-08
799,160,81,64,48,77,58,2026-04-05
800,160,93,63,67,74,73,2026-05-02
801,161,73,74,58,69,87,2026-01-12
802,161,64,59,62,47,76,2026-02-09
803,161,60,61,78,68,63,2026-03-07
804,161,76,55,55,71,65,2026-04-07
805,161,71,71,86,63,51,2026-05-04
806,162,58,76,25,57,69,2026-01-13
807,162,44,56,45,68,54,2026-02-10
808,162,72,35,46,49,46,2026-03-08
809,162,36,49,49,61,69,2026-04-07
810,162,43,37,62,41,42,2026-05-05
811,163,34,59,47,88,47,2026-01-13
812,163,34,73,44,45,83,2026-02-07
813,163,54,61,40,61,72,2026-03-08
814,163,64,77,75,40,54,2026-04-05
815,163,51,53,52,54,58,2026-05-03
816,164,66,53,60,87,39,2026-01-12
817,164,63,67,76,76,56,2026-02-07
818,164,80,85,61,51,72,2026-03-07
819,164,64,57,62,62,49,2026-04-06
820,164,62,54,43,76,37,2026-05-02
821,165,53,91,89,79,66,2026-01-10
822,165,85,79,78,80,81,2026-02-10
823,165,78,50,73,71,84,2026-03-10
824,165,76,69,65,85,61,2026-04-05
825,165,74,62,64,62,98,2026-05-05
826,166,67,55,53,65,79,2026-01-13
827,166,51,65,54,52,52,2026-02-08
828,166,74,57,71,33,69,2026-03-08
829,166,51,44,50,38,55,2026-04-07
830,166,51,55,50,38,35,2026-05-02
831,167,30,38,29,46,44,2026-01-10
832,167,72,52,39,49,54,2026-02-09
833,167,63,46,62,41,52,2026-03-10
834,167,38,34,64,46,63,2026-04-04
835,167,50,56,47,64,69,2026-05-03
836,168,89,50,73,81,68,2026-01-12
837,168,78,77,78,86,71,2026-02-09
838,168,70,59,58,57,66,2026-03-09
839,168,47,90,53,75,65,2026-04-06
840,168,50,55,65,96,55,2026-05-04
841,169,49,59,57,62,79,2026-01-11
842,169,67,59,66,48,85,2026-02-09
843,169,55,57,71,73,85,2026-03-08
844,169,60,58,64,71,59,2026-04-05
845,169,57,70,74,69,49,2026-05-05
846,170,71,64,64,64,51,2026-01-13
847,170,57,54,59,61,72,2026-02-10
848,170,76,37,41,42,73,2026-03-10
849,170,41,51,45,39,60,2026-04-06
850,170,55,59,50,49,65,2026-05-02
851,171,72,62,47,54,73,2026-01-13
852,171,72,71,56,41,47,2026-02-09
853,171,54,62,41,59,45,2026-03-07
854,171,57,66,53,58,74,2026-04-04
855,171,34,56,54,58,46,2026-05-02
856,172,46,60,75,41,46,2026-01-11
857,172,51,50,53,67,70,2026-02-10
858,172,40,41,42,41,52,2026-03-09
859,172,60,80,38,53,41,2026-04-05
860,172,50,65,29,74,45,2026-05-03
861,173,69,67,61,51,61,2026-01-13
862,173,51,69,69,77,51,2026-02-07
863,173,65,60,74,55,63,2026-03-10
864,173,78,62,74,71,71,2026-04-07
865,173,76,54,81,57,71,2026-05-05
866,174,70,52,36,48,57,2026-01-12
867,174,51,76,52,61,59,2026-02-07
868,174,61,49,55,74,82,2026-03-09
869,174,68,60,52,76,69,2026-04-07
870,174,34,38,57,42,57,2026-05-03
871,175,75,61,81,75,63,2026-01-11
872,175,66,60,71,89,70,2026-02-08
873,175,72,49,60,61,95,2026-03-08
874,175,54,84,60,71,63,2026-04-04
875,175,73,67,76,88,70,2026-05-02
876,176,89,50,48,63,76,2026-01-12
877,176,75,56,52,75,67,2026-02-07
878,176,49,31,74,62,65,2026-03-09
879,176,53,67,45,76,56,2026-04-04
880,176,50,48,64,55,54,2026-05-03
881,177,49,57,69,58,61,2026-01-10
882,177,73,65,72,72,45,2026-02-07
883,177,58,75,57,42,68,2026-03-10
884,177,73,55,73,79,65,2026-04-04
885,177,57,70,70,69,49,2026-05-02
886,178,60,52,49,44,42,2026-01-10
887,178,70,54,51,50,43,2026-02-09
888,178,63,68,51,45,33,2026-03-10
889,178,42,58,50,65,60,2026-04-06
890,178,53,49,38,25,46,2026-05-02
891,179,71,41,43,47,72,2026-01-13
892,179,54,32,30,37,40,2026-02-09
893,179,40,39,39,47,43,2026-03-08
894,179,30,37,56,58,38,2026-04-04
895,179,33,54,40,54,37,2026-05-05
896,180,53,66,42,68,53,2026-01-12
897,180,65,55,54,50,61,2026-02-08
898,180,31,50,48,52,82,2026-03-08
899,180,49,30,39,48,74,2026-04-05
900,180,41,48,58,56,64,2026-05-04
901,181,74,25,64,89,79,2026-01-10
902,181,57,61,63,52,56,2026-02-09
903,181,60,59,59,56,64,2026-03-09
904,181,79,66,43,48,76,2026-04-07
905,181,61,66,56,63,48,2026-05-04
906,182,37,29,25,51,44,2026-01-13
907,182,48,61,45,50,39,2026-02-10
908,182,43,49,71,34,60,2026-03-10
909,182,35,48,52,36,30,2026-04-07
910,182,47,51,52,49,44,2026-05-05
911,183,57,65,46,46,56,2026-01-13
912,183,56,55,59,65,57,2026-02-07
913,183,53,82,63,69,73,2026-03-09
914,183,36,52,48,44,50,2026-04-07
915,183,73,51,59,48,53,2026-05-02
916,184,54,29,40,27,46,2026-01-11
917,184,52,42,49,43,70,2026-02-08
918,184,60,42,45,68,44,2026-03-09
919,184,53,50,56,54,70,2026-04-04
920,184,39,33,55,39,37,2026-05-04
921,185,45,68,34,51,86,2026-01-11
922,185,47,39,52,58,54,2026-02-09
923,185,71,70,51,59,54,2026-03-09
924,185,47,43,41,60,59,2026-04-05
925,185,40,63,37,52,78,2026-05-04
926,186,55,41,83,51,62,2026-01-12
927,186,80,54,52,73,69,2026-02-10
928,186,58,40,60,49,71,2026-03-09
929,186,62,69,72,51,89,2026-04-06
930,186,65,54,77,78,83,2026-05-02
931,187,58,62,63,59,74,2026-01-13
932,187,41,68,56,66,60,2026-02-10
933,187,27,70,68,69,83,2026-03-07
934,187,41,81,46,45,65,2026-04-06
935,187,60,66,52,78,81,2026-05-04
936,188,75,48,62,66,75,2026-01-12
937,188,74,61,77,80,77,2026-02-09
938,188,48,77,68,64,86,2026-03-07
939,188,86,64,51,87,69,2026-04-05
940,188,69,77,64,77,83,2026-05-03
941,189,71,64,76,68,92,2026-01-11
942,189,70,67,61,67,61,2026-02-09
943,189,83,80,67,56,66,2026-03-10
944,189,64,64,63,59,50,2026-04-04
945,189,54,50,70,47,69,2026-05-04
946,190,67,53,55,80,80,2026-01-10
947,190,47,55,75,80,74,2026-02-09
948,190,56,67,65,83,71,2026-03-10
949,190,66,52,41,73,86,2026-04-07
950,190,54,72,60,80,85,2026-05-03
951,191,73,47,53,42,58,2026-01-13
952,191,61,45,74,33,54,2026-02-08
953,191,35,65,35,49,54,2026-03-10
954,191,71,82,43,63,53,2026-04-04
955,191,60,40,56,69,72,2026-05-04
956,192,59,77,53,72,52,2026-01-10
957,192,78,46,39,66,67,2026-02-07
958,192,69,63,51,56,59,2026-03-08
959,192,80,76,47,49,69,2026-04-07
960,192,57,58,53,63,58,2026-05-03
961,193,68,66,74,75,77,2026-01-10
962,193,51,48,65,73,62,2026-02-10
963,193,90,57,69,82,88,2026-03-08
964,193,99,81,51,73,54,2026-04-06
965,193,72,80,79,48,77,2026-05-03
966,194,52,68,66,90,67,2026-01-12
967,194,84,56,70,57,54,2026-02-10
968,194,55,64,45,54,61,2026-03-09
969,194,77,55,81,25,89,2026-04-04
970,194,35,63,68,73,64,2026-05-04
971,195,47,48,65,69,72,2026-01-11
972,195,54,70,67,71,66,2026-02-08
973,195,63,58,47,83,66,2026-03-09
974,195,63,68,71,59,66,2026-04-04
975,195,55,65,37,65,61,2026-05-03
976,196,36,41,31,56,57,2026-01-11
977,196,60,44,68,55,59,2026-02-10
978,196,82,47,40,42,46,2026-03-07
979,196,62,49,73,54,67,2026-04-05
980,196,58,49,28,65,62,2026-05-02
981,197,55,74,50,62,56,2026-01-10
982,197,68,74,54,51,62,2026-02-08
983,197,61,71,54,64,69,2026-03-10
984,197,47,51,48,73,64,2026-04-07
985,197,65,57,35,88,63,2026-05-03
986,198,61,57,55,63,60,2026-01-12
987,198,62,74,79,59,62,2026-02-08
988,198,65,49,61,65,86,2026-03-10
989,198,74,68,48,85,69,2026-04-07
990,198,46,65,56,54,64,2026-05-05
991,199,58,73,55,48,77,2026-01-10
992,199,79,68,100,89,79,2026-02-09
993,199,66,77,76,59,94,2026-03-08
994,199,75,79,66,87,84,2026-04-05
995,199,60,79,68,70,69,2026-05-04
996,200,66,68,63,83,90,2026-01-11
997,200,91,76,56,57,81,2026-02-08
998,200,81,87,77,63,51,2026-03-08
999,200,74,77,77,97,75,2026-04-04
1000,200,53,79,57,63,87,2026-05-04
1001,201,34,34,43,67,84,2026-01-12
1002,201,43,53,69,35,60,2026-02-07
1003,201,70,75,65,53,57,2026-03-07
1004,201,75,67,63,57,59,2026-04-06
1005,201,57,44,66,69,81,2026-05-03
1006,202,75,85,63,75,50,2026-01-11
1007,202,64,39,55,50,74,2026-02-09
1008,202,46,53,29,58,53,2026-03-09
1009,202,65,67,53,65,75,2026-04-06
1010,202,84,52,69,66,69,2026-05-02
1011,203,56,57,44,54,42,2026-01-13
1012,203,70,52,44,59,42,2026-02-08
1013,203,47,66,43,41,67,2026-03-10
1014,203,58,60,53,77,40,2026-04-06
1015,203,75,57,31,63,45,2026-05-04
1016,204,85,69,83,65,63,2026-01-10
1017,204,70,72,52,88,76,2026-02-09
1018,204,76,87,51,88,97,2026-03-09
1019,204,73,89,61,67,61,2026-04-06
1020,204,59,77,60,76,70,2026-05-04
1021,205,62,82,61,51,52,2026-01-10
1022,205,44,57,54,62,72,2026-02-09
1023,205,63,66,57,36,73,2026-03-08
1024,205,66,94,67,53,56,2026-04-07
1025,205,33,25,72,43,36,2026-05-03
1026,206,62,74,44,63,58,2026-01-10
1027,206,49,72,62,43,56,2026-02-07
1028,206,48,64,44,68,51,2026-03-10
1029,206,62,60,62,36,50,2026-04-06
1030,206,60,58,56,69,80,2026-05-05
1031,207,53,65,63,56,68,2026-01-11
1032,207,67,52,45,30,68,2026-02-07
1033,207,52,37,72,44,71,2026-03-07
1034,207,44,36,62,65,53,2026-04-07
1035,207,64,49,45,49,51,2026-05-03
1036,208,50,69,46,60,86,2026-01-11
1037,208,55,71,65,64,60,2026-02-10
1038,208,58,62,53,56,72,2026-03-07
1039,208,36,50,53,60,78,2026-04-06
1040,208,45,60,74,54,50,2026-05-05
1041,209,80,67,87,57,79,2026-01-10
1042,209,48,65,55,47,83,2026-02-08
1043,209,59,71,55,60,33,2026-03-10
1044,209,55,56,81,78,64,2026-04-05
1045,209,78,44,87,66,91,2026-05-02
1046,210,67,55,57,61,54,2026-01-11
1047,210,44,39,35,51,64,2026-02-09
1048,210,40,57,67,55,62,2026-03-09
1049,210,71,40,62,65,45,2026-04-06
1050,210,43,81,83,67,68,2026-05-05
1051,211,68,72,55,63,75,2026-01-12
1052,211,62,74,58,68,69,2026-02-10
1053,211,65,95,59,58,89,2026-03-08
1054,211,53,56,76,68,51,2026-04-07
1055,211,40,53,94,77,78,2026-05-02
1056,212,57,79,43,55,52,2026-01-13
1057,212,25,63,60,92,61,2026-02-10
1058,212,55,53,48,66,69,2026-03-10
1059,212,57,70,47,69,82,2026-04-07
1060,212,66,55,52,65,57,2026-05-04
1061,213,44,65,59,50,64,2026-01-12
1062,213,54,74,45,51,57,2026-02-08
1063,213,51,80,57,35,66,2026-03-08
1064,213,69,50,66,37,67,2026-04-05
1065,213,45,26,56,51,73,2026-05-05
1066,214,57,71,54,64,66,2026-01-11
1067,214,69,66,80,75,65,2026-02-09
1068,214,56,57,42,63,87,2026-03-08
1069,214,57,58,52,78,97,2026-04-04
1070,214,44,79,39,58,81,2026-05-03
1071,215,56,82,53,51,53,2026-01-12
1072,215,63,88,75,58,72,2026-02-10
1073,215,71,59,62,66,58,2026-03-08
1074,215,56,43,59,57,61,2026-04-05
1075,215,84,61,71,63,67,2026-05-04
1076,216,48,58,56,71,79,2026-01-12
1077,216,63,72,61,69,47,2026-02-09
1078,216,48,62,32,32,50,2026-03-08
1079,216,62,61,42,59,67,2026-04-06
1080,216,49,66,51,38,57,2026-05-03
1081,217,66,59,63,55,78,2026-01-11
1082,217,35,48,25,49,55,2026-02-09
1083,217,58,36,48,71,49,2026-03-07
1084,217,49,44,58,40,56,2026-04-06
1085,217,28,67,44,25,53,2026-05-03
1086,218,47,69,56,84,55,2026-01-10
1087,218,45,63,61,63,80,2026-02-09
1088,218,67,47,56,84,52,2026-03-08
1089,218,75,70,66,54,64,2026-04-07
1090,218,71,56,78,55,54,2026-05-05
1091,219,60,59,57,47,71,2026-01-12
1092,219,71,58,43,65,61,2026-02-07
1093,219,59,58,66,62,63,2026-03-09
1094,219,39,65,45,26,43,2026-04-06
1095,219,78,51,41,66,56,2026-05-03
1096,220,45,71,46,58,85,2026-01-11
1097,220,41,25,47,53,62,2026-02-08
1098,220,34,43,45,54,59,2026-03-09
1099,220,50,47,35,64,56,2026-04-05
1100,220,27,47,83,38,49,2026-05-05
1101,221,39,64,75,52,91,2026-01-11
1102,221,68,71,72,45,72,2026-02-10
1103,221,56,68,85,46,58,2026-03-08
1104,221,49,58,56,54,50,2026-04-06
1105,221,54,60,41,68,71,2026-05-03
1106,222,69,67,47,62,76,2026-01-10
1107,222,44,49,43,78,81,2026-02-07
1108,222,51,77,83,60,60,2026-03-08
1109,222,42,66,61,58,62,2026-04-05
1110,222,48,45,56,51,44,2026-05-05
1111,223,64,75,62,75,82,2026-01-12
1112,223,54,88,70,76,54,2026-02-09
1113,223,58,59,66,70,78,2026-03-07
1114,223,76,71,66,58,66,2026-04-05
1115,223,62,56,78,49,53,2026-05-02
1116,224,56,60,59,70,58,2026-01-10
1117,224,50,41,63,52,52,2026-02-10
1118,224,64,36,52,57,52,2026-03-10
1119,224,54,59,50,52,45,2026-04-05
1120,224,48,52,54,68,60,2026-05-03
1121,225,61,54,61,43,64,2026-01-10
1122,225,75,50,66,60,71,2026-02-08
1123,225,58,64,65,70,79,2026-03-08
1124,225,73,61,56,60,37,2026-04-07
1125,225,53,64,49,43,64,2026-05-05
1126,226,91,71,63,80,67,2026-01-10
1127,226,50,74,50,76,67,2026-02-10
1128,226,91,74,61,67,77,2026-03-08
1129,226,69,49,91,75,77,2026-04-04
1130,226,78,78,82,43,70,2026-05-04
1131,227,43,48,60,52,85,2026-01-10
1132,227,64,64,49,57,79,2026-02-08
1133,227,69,73,77,66,55,2026-03-10
1134,227,65,61,51,66,84,2026-04-06
1135,227,59,63,76,47,80,2026-05-03
1136,228,72,72,64,64,73,2026-01-11
1137,228,64,64,73,69,56,2026-02-07
1138,228,58,54,77,69,70,2026-03-07
1139,228,56,55,69,56,63,2026-04-04
1140,228,57,56,74,54,72,2026-05-05
1141,229,53,57,49,76,64,2026-01-11
1142,229,66,55,45,67,36,2026-02-09
1143,229,36,57,57,58,38,2026-03-07
1144,229,35,74,41,45,40,2026-04-06
1145,229,53,50,43,37,80,2026-05-05
1146,230,57,45,46,81,52,2026-01-13
1147,230,67,46,65,73,73,2026-02-08
1148,230,54,56,38,50,50,2026-03-10
1149,230,71,41,39,51,34,2026-04-05
1150,230,54,63,51,58,55,2026-05-05
1151,231,77,55,28,56,60,2026-01-12
1152,231,66,31,38,48,59,2026-02-09
1153,231,45,55,63,53,53,2026-03-09
1154,231,48,72,75,56,46,2026-04-06
1155,231,30,48,34,52,33,2026-05-03
1156,232,37,74,82,51,47,2026-01-12
1157,232,45,55,35,66,52,2026-02-07
1158,232,48,61,41,57,53,2026-03-08
1159,232,42,66,28,75,61,2026-04-04
1160,232,58,37,29,67,59,2026-05-02
1161,233,77,56,82,86,71,2026-01-10
1162,233,65,79,66,60,78,2026-02-07
1163,233,56,56,56,74,71,2026-03-08
1164,233,59,69,76,71,86,2026-04-07
1165,233,76,76,80,59,72,2026-05-02
1166,234,56,66,62,73,60,2026-01-10
1167,234,57,67,52,67,64,2026-02-10
1168,234,67,53,94,91,79,2026-03-07
1169,234,60,59,54,76,77,2026-04-06
1170,234,43,53,69,44,60,2026-05-04
1171,235,77,81,89,92,83,2026-01-12
1172,235,48,69,76,65,65,2026-02-08
1173,235,97,76,73,67,85,2026-03-08
1174,235,93,70,60,73,62,2026-04-07
1175,235,79,74,46,100,62,2026-05-02
1176,236,60,84,70,56,76,2026-01-10
1177,236,71,62,91,57,86,2026-02-08
1178,236,79,85,72,67,82,2026-03-09
1179,236,49,76,84,71,100,2026-04-06
1180,236,64,75,75,68,78,2026-05-03
1181,237,57,71,52,61,77,2026-01-10
1182,237,77,56,40,28,68,2026-02-08
1183,237,45,37,60,67,57,2026-03-08
1184,237,63,51,32,44,50,2026-04-04
1185,237,47,65,38,42,56,2026-05-02
1186,238,45,74,34,72,41,2026-01-12
1187,238,49,68,61,50,62,2026-02-07
1188,238,87,39,67,78,53,2026-03-09
1189,238,59,40,60,75,53,2026-04-05
1190,238,68,66,45,58,58,2026-05-04
1191,239,56,58,52,71,60,2026-01-12
1192,239,65,58,48,68,50,2026-02-07
1193,239,64,70,89,59,91,2026-03-08
1194,239,63,42,51,70,56,2026-04-05
1195,239,65,55,66,69,61,2026-05-02
1196,240,66,62,59,46,79,2026-01-13
1197,240,68,55,55,62,62,2026-02-07
1198,240,51,52,82,67,62,2026-03-08
1199,240,64,59,75,60,48,2026-04-07
1200,240,86,80,58,64,67,2026-05-02
1201,241,55,43,74,65,45,2026-01-12
1202,241,79,56,65,49,72,2026-02-09
1203,241,50,61,49,69,71,2026-03-08
1204,241,79,84,63,53,77,2026-04-04
1205,241,59,66,79,64,68,2026-05-03
1206,242,58,40,42,93,67,2026-01-12
1207,242,84,48,51,64,53,2026-02-07
1208,242,56,54,68,34,58,2026-03-07
1209,242,73,68,46,59,55,2026-04-05
1210,242,67,54,42,60,50,2026-05-05
1211,243,38,67,49,48,66,2026-01-13
1212,243,30,41,44,53,56,2026-02-07
1213,243,45,72,61,66,59,2026-03-08
1214,243,49,48,38,80,71,2026-04-05
1215,243,43,51,40,32,60,2026-05-04
1216,244,66,68,52,36,63,2026-01-11
1217,244,77,49,52,46,33,2026-02-09
1218,244,56,59,48,51,54,2026-03-09
1219,244,56,52,43,63,51,2026-04-06
1220,244,71,34,67,62,57,2026-05-04
1221,245,76,46,55,67,62,2026-01-10
1222,245,48,69,55,64,83,2026-02-08
1223,245,55,62,45,73,56,2026-03-09
1224,245,57,49,57,67,53,2026-04-06
1225,245,49,53,73,33,55,2026-05-05
1226,246,74,69,67,47,61,2026-01-10
1227,246,37,56,59,54,46,2026-02-07
1228,246,60,69,78,81,67,2026-03-10
1229,246,60,47,70,33,86,2026-04-04
1230,246,58,79,47,81,61,2026-05-03
1231,247,47,79,78,59,57,2026-01-12
1232,247,53,83,63,59,46,2026-02-07
1233,247,59,47,71,51,73,2026-03-07
1234,247,63,64,82,58,67,2026-04-05
1235,247,80,66,66,64,75,2026-05-03
1236,248,61,47,73,67,67,2026-01-11
1237,248,42,61,42,71,68,2026-02-07
1238,248,66,75,60,44,59,2026-03-10
1239,248,48,54,67,64,64,2026-04-05
1240,248,36,56,69,25,63,2026-05-04
1241,249,66,70,62,65,65,2026-01-11
1242,249,67,79,58,67,61,2026-02-09
1243,249,54,57,84,62,52,2026-03-07
1244,249,67,70,56,65,29,2026-04-05
1245,249,78,39,45,56,67,2026-05-05
1246,250,73,72,40,62,79,2026-01-11
1247,250,96,62,67,67,72,2026-02-09
1248,250,86,39,76,91,86,2026-03-07
1249,250,60,57,55,61,61,2026-04-04
1250,250,78,85,75,67,55,2026-05-04
1251,251,48,29,32,47,41,2026-01-10
1252,251,53,71,37,64,49,2026-02-08
1253,251,68,69,56,52,39,2026-03-07
1254,251,46,54,52,73,52,2026-04-05
1255,251,25,66,44,32,61,2026-05-02
1256,252,55,57,51,41,76,2026-01-12
1257,252,55,49,66,58,60,2026-02-08
1258,252,64,65,51,44,72,2026-03-07
1259,252,55,34,29,66,54,2026-04-05
1260,252,76,64,77,56,93,2026-05-02
1261,253,56,57,66,58,59,2026-01-12
1262,253,71,95,47,52,72,2026-02-09
1263,253,59,38,74,54,53,2026-03-10
1264,253,58,51,70,63,65,2026-04-06
1265,253,86,70,58,69,89,2026-05-05
1266,254,78,55,76,75,57,2026-01-10
1267,254,69,71,39,54,69,2026-02-09
1268,254,63,59,66,74,50,2026-03-09
1269,254,71,48,62,68,61,2026-04-07
1270,254,52,59,57,75,48,2026-05-02
1271,255,63,77,76,62,62,2026-01-12
1272,255,78,82,61,73,67,2026-02-09
1273,255,74,71,34,62,47,2026-03-09
1274,255,67,50,92,65,78,2026-04-05
1275,255,30,73,50,78,72,2026-05-03
1276,256,76,64,58,94,69,2026-01-12
1277,256,79,97,78,94,92,2026-02-09
1278,256,66,65,60,91,51,2026-03-07
1279,256,61,81,75,83,76,2026-04-04
1280,256,67,83,61,77,80,2026-05-05
1281,257,54,62,67,50,55,2026-01-10
1282,257,64,71,53,71,55,2026-02-08
1283,257,66,57,48,42,65,2026-03-08
1284,257,58,51,66,42,68,2026-04-05
1285,257,59,40,86,58,64,2026-05-02
1286,258,80,70,73,66,53,2026-01-11
1287,258,65,53,63,81,72,2026-02-09
1288,258,59,61,69,26,65,2026-03-10
1289,258,70,54,42,63,62,2026-04-07
1290,258,40,66,64,77,77,2026-05-03
1291,259,75,62,53,65,74,2026-01-11
1292,259,74,69,92,67,77,2026-02-09
1293,259,61,51,46,56,78,2026-03-07
1294,259,87,75,86,61,72,2026-04-07
1295,259,73,53,77,72,74,2026-05-03
1296,260,72,91,64,85,88,2026-01-12
1297,260,78,87,62,65,64,2026-02-08
1298,260,78,57,70,83,65,2026-03-09
1299,260,79,63,62,74,66,2026-04-04
1300,260,66,49,62,79,46,2026-05-04
1301,261,82,55,79,71,53,2026-01-11
1302,261,91,48,67,94,75,2026-02-08
1303,261,66,76,73,69,52,2026-03-08
1304,261,70,52,35,59,54,2026-04-04
1305,261,67,79,60,70,69,2026-05-03
1306,262,58,49,56,62,49,2026-01-11
1307,262,36,52,37,65,52,2026-02-10
1308,262,75,52,68,60,54,2026-03-10
1309,262,25,70,66,60,55,2026-04-07
1310,262,44,39,49,81,71,2026-05-02
1311,263,60,66,63,58,67,2026-01-13
1312,263,68,53,96,78,62,2026-02-10
1313,263,59,72,57,74,66,2026-03-09
1314,263,50,53,52,78,41,2026-04-06
